gid,name,province,DOMAIN,local_name,LAT,LONG
5009724,Salopa,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.493,108.214
5009725,Samarang,Jawa Barat,Jawa Barat,Kab. Garut,-7.213,107.83
5009726,Sariwangi,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.294,108.025
5009727,Sawangan,Jawa Barat,Jawa Barat,Kota Depok,-6.385,106.847
5009728,Sedong,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.871,108.54
5009729,Selaawi,Jawa Barat,Jawa Barat,Kab. Garut,-6.997,107.974
5009730,Selajambe,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.107,108.429
5009731,Serang Baru,Jawa Barat,Jawa Barat,Kab. Bekasi,-6.375,107.113
5009732,Serangpanjang,Jawa Barat,Jawa Barat,Kab. Subang,-6.654,107.545
5009733,Setu,Jawa Barat,Jawa Barat,Kab. Bekasi,-6.3431,107.0438
5009734,Sidamulih,Jawa Barat,Jawa Barat,Kab. Pangandaran,-7.619,108.515
5009735,Simpenan,Jawa Barat,Jawa Barat,Kab. Sukabumi,-7.094,106.529
5009736,Sindang,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.338,108.256
5009737,Sindang,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.833,108.299
5009738,Sindangagung,Jawa Barat,Jawa Barat,Kab. Kuningan,-6.967,108.511
5009739,Sindangbarang,Jawa Barat,Jawa Barat,Kab. Cianjur,-7.452801,107.137886
5009740,Sindangkasih,Jawa Barat,Jawa Barat,Kab. Ciamis,-7.289,108.201
5009741,Sindangkerta,Jawa Barat,Jawa Barat,Kab. Bandung Barat,-6.99,107.4
5009742,Sindangwangi,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.823,108.306
5009743,Singajaya,Jawa Barat,Jawa Barat,Kab. Garut,-7.499,107.913
5009744,Singaparna,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.347,108.092
5009745,Situraja,Jawa Barat,Jawa Barat,Kab. Sumedang,-6.844,108.007
5009746,Sliyeg,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.445,108.28
5009747,Sodonghilir,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.488,108.053
5009748,Solokan Jeruk,Jawa Barat,Jawa Barat,Kab. Bandung,-7.01992,107.7493
5009750,Subang,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.131,108.52
5009752,Sucinaraja,Jawa Barat,Jawa Barat,Kab. Garut,-7.215,107.983
5009753,Kota Sukabumi,Jawa Barat,Jawa Barat,Kota Sukabumi,-6.861,106.956
5009754,Sukadana,Jawa Barat,Jawa Barat,Kab. Ciamis,-7.27,108.415
5009755,Sukagumiwang,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.605,108.3
5009756,Sukahaji,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.81,108.29
5009757,Sukahening,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.212,108.082
5009758,Sukajadi,Jawa Barat,Jawa Barat,Kota Bandung,-6.883,107.595
5009759,Sukajaya,Jawa Barat,Jawa Barat,Kab. Bogor,-6.64,106.461
5009760,Sukakarya,Jawa Barat,Jawa Barat,Kab. Bekasi,-6.135,107.183
5009761,Sukalarang,Jawa Barat,Jawa Barat,Kab. Sukabumi,-6.898,106.82
5009762,Sukaluyu,Jawa Barat,Jawa Barat,Kab. Cianjur,-6.834,107.204
5009763,Sukamakmur,Jawa Barat,Jawa Barat,Kab. Bogor,-6.612,107.014
5009764,Sukamantri,Jawa Barat,Jawa Barat,Kab. Ciamis,-7.08,108.212
5009765,Sukanagara,Jawa Barat,Jawa Barat,Kab. Cianjur,-7.01,107.07
5009766,Sukaraja,Jawa Barat,Jawa Barat,Kab. Bogor,-6.556,106.851
5009767,Sukaraja,Jawa Barat,Jawa Barat,Kab. Sukabumi,-6.88,107.004
5009768,Sukaraja,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.441,108.124
5009769,Sukarame,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.372,108.132
5009770,Sukaratu,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.35,108.11
5009771,Sukaresik,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.156,108.165
5009772,Sukaresmi,Jawa Barat,Jawa Barat,Kab. Cianjur,-6.677,107.084
5009773,Sukaresmi,Jawa Barat,Jawa Barat,Kab. Garut,-7.246,107.733
5009774,Sukasari,Jawa Barat,Jawa Barat,Kab. Purwakarta,-6.565,107.236
5009775,Sukasari,Jawa Barat,Jawa Barat,Kab. Subang,-6.464,107.616
5009776,Sukasari,Jawa Barat,Jawa Barat,Kab. Sumedang,-6.862,107.765
5009777,Sukasari,Jawa Barat,Jawa Barat,Kota Bandung,-6.86,107.568
5009778,Sukatani,Jawa Barat,Jawa Barat,Kab. Bekasi,-6.186,107.15
